emp_no,first_name,last_name,title,from_date,salary,count
462510,Kshitij,Barvinok,Senior Engineer,2002-03-25,40000,15600
221850,Mitsuyuki,Ritzmann,Engineer,2002-03-25,40000,16111
38267,Abdelghani,Armand,Senior Engineer,2002-03-25,53738,15600
264670,Dinkar,Ferretti,Senior Staff,2002-03-24,47463,14736
97670,Flemming,Yurek,Senior Staff,2002-03-24,58582,14736
256969,Kazuhisa,Keohane,Senior Engineer,2002-03-24,45605,15600
299256,Lucien,Maraist,Senior Engineer,2002-03-24,40000,15600
71458,Kazuhiro,Welham,Senior Engineer,2002-03-23,40000,15600
263920,Pintsang,Gecsel,Senior Staff,2002-03-23,60182,14736
284530,Almudena,Borstler,Senior Engineer,2002-03-23,47670,15600
297423,Nirmal,Luca,Senior Engineer,2002-03-23,40000,15600
462875,Francoise,Picaronny,Senior Engineer,2002-03-21,55193,15600
48503,Pranas,Gammage,Engineer,2002-03-21,68225,16111
428889,Perry,Brizzi,Engineer,2002-03-21,40000,16111
244836,Tianruo,Cairo,Senior Engineer,2002-03-21,47409,15600
50707,Uno,Coney,Senior Engineer,2002-03-20,46266,15600
405123,Zeljko,Walstra,Senior Staff,2002-03-20,48381,14736
411794,Amabile,Kakkar,Senior Staff,2002-03-20,40000,14736
274090,Franziska,Peng,Senior Staff,2002-03-19,47080,14736
82683,Pantung,Dayang,Senior Staff,2002-03-19,45702,14736
260790,Niteen,Perfilyeva,Senior Engineer,2002-03-19,40000,15600
72087,Teiji,Chartres,Senior Engineer,2002-03-19,40000,15600
25004,Youpyo,Schurmann,Senior Engineer,2002-03-19,58960,15600
458054,Yagil,Benaini,Senior Engineer,2002-03-18,40000,15600
439072,Snehasis,Kavanagh,Senior Staff,2002-03-18,73853,14736
286634,Halsur,Underwood,Senior Staff,2002-03-18,62280,14736
36043,Fai,Rubsam,Senior Staff,2002-03-18,90719,14736
474474,Kazuhira,Lammel,Senior Staff,2002-03-17,71395,14736
221351,Odoardo,Chepyzhov,Senior Staff,2002-03-17,88868,14736
54932,Kamakshi,Munoz,Senior Staff,2002-03-17,61454,14736
401179,Conrado,Kalloufi,Senior Staff,2002-03-16,55543,14736
202937,Heejo,Schlegelmilch,Senior Staff,2002-03-16,85624,14736
36491,Margareta,Luon,Senior Engineer,2002-03-16,52847,15600
277892,Pintsang,Heyers,Senior Engineer,2002-03-16,47112,15600
238053,Lein,Baca,Senior Staff,2002-03-16,92059,14736
282834,Bodo,Reeken,Senior Staff,2002-03-16,55968,14736
17834,Zhilian,Fiutem,Senior Engineer,2002-03-16,40000,15600
21361,Shooichi,Lally,Senior Staff,2002-03-16,84832,14736
409374,Vesna,Gischer,Senior Engineer,2002-03-16,40000,15600
273477,Shaowen,Validov,Senior Engineer,2002-03-15,63003,15600
218522,Ulises,Verhaegen,Senior Staff,2002-03-14,44277,14736
38922,Xiaobin,Sewelson,Senior Staff,2002-03-14,40000,14736
21646,Gila,Guardalben,Senior Engineer,2002-03-14,41370,15600
32001,Mari,Attimonelli,Senior Staff,2002-03-14,69437,14736
239955,Pantung,Gihr,Senior Staff,2002-03-14,56387,14736
481313,Cullen,Rodier,Senior Staff,2002-03-13,43078,14736
291756,Randi,Braunmuhl,Senior Engineer,2002-03-13,40000,15600
234208,Yucai,Horswill,Senior Staff,2002-03-13,52120,14736
427426,Vasilii,Dulin,Senior Staff,2002-03-12,64667,14736
424447,Irene,Miake,Senior Staff,2002-03-11,89547,14736
66851,Mona,Lyonns,Senior Engineer,2002-03-10,48823,15600
65595,Kasidit,Fujisaki,Senior Engineer,2002-03-10,51388,15600
404470,Chikara,Schrift,Senior Engineer,2002-03-10,40000,15600
104911,Sanjai,Kruskal,Senior Staff,2002-03-10,40000,14736
80801,Bluma,Ambroszkiewicz,Senior Staff,2002-03-09,71885,14736
410359,Elgin,Lowrie,Senior Engineer,2002-03-09,40000,15600
233878,Shigenori,Vanwelkenhuysen,Senior Staff,2002-03-09,57605,14736
473076,Shaowei,Chelton,Senior Engineer,2002-03-08,65285,15600
288896,Uinam,Uludag,Senior Engineer,2002-03-08,44197,15600
265681,Marsal,Atrawala,Senior Staff,2002-03-08,90646,14736
275466,Danco,Puoti,Senior Engineer,2002-03-07,54370,15600
49900,Ramzi,Schonegge,Senior Staff,2002-03-07,40000,14736
400571,Stafford,Iacovou,Senior Staff,2002-03-07,40000,14736
250886,Kagan,Busillo,Senior Staff,2002-03-06,64747,14736
202310,Krister,Perko,Senior Staff,2002-03-04,79767,14736
228685,Peer,Zolotykh,Senior Staff,2002-03-04,43672,14736
71791,Bedrich,Lalonde,Senior Engineer,2002-03-04,47195,15600
44042,Susuma,Ladret,Senior Staff,2002-03-04,64759,14736
102068,Zhilian,Bergere,Senior Staff,2002-03-03,67377,14736
27325,Kauko,Baer,Senior Engineer,2002-03-03,40000,15600
36173,Rance,Takkinen,Senior Engineer,2002-03-03,57002,15600
297332,Gita,Lorie,Engineer,2002-03-03,40000,16111
230895,Godehard,Parhami,Senior Engineer,2002-03-02,68058,15600
465199,Wojceich,Plotkin,Senior Engineer,2002-03-02,61761,15600
277296,Xiaoshan,Randi,Senior Engineer,2002-03-02,74172,15600
103164,Valeska,Chiola,Senior Staff,2002-03-01,66173,14736
93164,Frazer,Ruemmler,Senior Staff,2002-03-01,52877,14736
257103,Rildo,Fabrizio,Senior Staff,2002-03-01,40000,14736
498240,Cheong,Falster,Senior Engineer,2002-03-01,40000,15600
101898,Mang,Schwartzbauer,Senior Engineer,2002-03-01,56898,15600
261317,Chenxi,Prenel,Senior Engineer,2002-03-01,42955,15600
240675,Karoline,Uchoa,Senior Staff,2002-02-28,43072,14736
79442,Yannis,McClurg,Senior Staff,2002-02-28,91919,14736
273276,Maya,Makrucki,Senior Engineer,2002-02-27,40000,15600
73559,Masamitsu,Murrill,Senior Staff,2002-02-27,40000,14736
411715,Ranga,Pileggi,Senior Engineer,2002-02-27,51856,15600
497023,Jamaludin,Nooteboom,Senior Staff,2002-02-26,85134,14736
239648,Fun,Birsak,Senior Staff,2002-02-26,81152,14736
81755,Peer,Beeson,Senior Staff,2002-02-26,40000,14736
408613,Mart,Angelov,Senior Engineer,2002-02-25,41770,15600
36223,Fuqing,Cooley,Senior Engineer,2002-02-25,42949,15600
490929,Mingdong,Byoun,Senior Staff,2002-02-25,55175,14736
248019,Adel,McDermid,Senior Staff,2002-02-25,44341,14736
23561,Jingling,Zizka,Senior Engineer,2002-02-24,48337,15600
276683,Jingling,Shackel,Senior Engineer,2002-02-24,40000,15600
482878,Chikara,Denti,Senior Staff,2002-02-24,83187,14736
454218,Mokhtar,Ducloy,Senior Engineer,2002-02-23,52460,15600
298704,Cedric,Bach,Senior Staff,2002-02-22,83923,14736
105766,Boutros,Callaway,Senior Staff,2002-02-22,40239,14736
294773,Constantino,Sanella,Senior Engineer,2002-02-22,51332,15600
489972,Sivanarayana,Selenyi,Senior Engineer,2002-02-22,40000,15600
414188,Taizo,Juneja,Senior Staff,2002-02-21,76646,14736
242678,Tokuyasu,Beausoleil,Senior Engineer,2002-02-20,59693,15600
279226,Isaac,Gopalakrishnan,Senior Staff,2002-02-20,43025,14736
480192,Dhritiman,Onuegbe,Senior Staff,2002-02-20,72095,14736
29468,Ramya,Bojadziev,Senior Staff,2002-02-20,40000,14736
499453,Alper,Peck,Senior Staff,2002-02-20,65622,14736
411024,Bowen,Syrzycki,Senior Staff,2002-02-20,61803,14736
56476,Danae,Chiola,Senior Engineer,2002-02-19,40000,15600
219994,Akemi,Broomell,Senior Staff,2002-02-19,85955,14736
465581,Kiyomitsu,Highland,Senior Engineer,2002-02-19,40000,15600
267228,Van,Crouzet,Engineer,2002-02-19,55262,16111
291719,Volkmar,Schade,Senior Engineer,2002-02-18,45088,15600
269802,Gregory,Tiemann,Senior Staff,2002-02-18,63368,14736
497493,Phuoc,Chandrasekhar,Senior Staff,2002-02-17,54057,14736
454830,Ottavia,Dehkordi,Senior Engineer,2002-02-17,71879,15600
492777,Demin,Mapelli,Engineer,2002-02-16,40000,16111
25255,Heng,Erdi,Senior Staff,2002-02-16,84701,14736
455430,Miyeon,Melichar,Senior Staff,2002-02-16,40000,14736
33248,Lucian,Cronin,Senior Engineer,2002-02-15,40376,15600
433656,Pragnesh,Silva,Senior Engineer,2002-02-15,40000,15600
283513,Elzbieta,Anguita,Senior Staff,2002-02-15,51643,14736
100574,Lucien,Bennet,Senior Staff,2002-02-14,83065,14736
49174,Giri,Pollock,Senior Staff,2002-02-14,45721,14736
261451,Randi,Gide,Senior Staff,2002-02-14,69345,14736
290738,Ioana,Beerel,Senior Staff,2002-02-14,76418,14736
282392,Wonhee,Hooghiemstra,Senior Engineer,2002-02-14,40000,15600
405489,Weidon,Merks,Senior Engineer,2002-02-14,40000,15600
422587,Mohit,Speek,Senior Engineer,2002-02-13,40000,15600
253359,Gadiel,Terwilliger,Senior Engineer,2002-02-13,41721,15600
50006,Charmane,Yeung,Senior Engineer,2002-02-12,43309,15600
11872,Cheong,Riexinger,Senior Staff,2002-02-12,43159,14736
420874,Jinya,Hiyoshi,Senior Staff,2002-02-12,69928,14736
74699,Moon,Rotem,Senior Engineer,2002-02-11,40000,15600
440076,Hailing,Schiettecatte,Engineer,2002-02-11,40000,16111
218998,Kristian,Hennebert,Senior Engineer,2002-02-11,53486,15600
286683,Katsuyuki,Decaestecker,Senior Staff,2002-02-11,60121,14736
258457,True,Gihr,Senior Staff,2002-02-11,80523,14736
99013,Tsz,Cools,Senior Engineer,2002-02-09,46808,15600
481228,Vishv,Cochrane,Senior Staff,2002-02-09,52131,14736
279642,Feipei,Besancenot,Engineer,2002-02-08,53904,16111
104467,Anoosh,Panwar,Senior Engineer,2002-02-08,40000,15600
59391,Qunsheng,Plessier,Senior Engineer,2002-02-07,40000,15600
205359,Serge,Bresenham,Senior Staff,2002-02-07,40000,14736
280512,Sumant,Trelles,Senior Staff,2002-02-07,79264,14736
69555,Golgen,Sabnani,Senior Staff,2002-02-06,74734,14736
37751,Jacopo,DuBourdieux,Senior Staff,2002-02-06,59872,14736
35776,Martien,Fujisaki,Senior Engineer,2002-02-06,53730,15600
49235,Heather,Shiratori,Senior Engineer,2002-02-05,43880,15600
19674,Mart,Varley,Senior Staff,2002-02-05,40000,14736
205297,Aral,Weedon,Senior Engineer,2002-02-05,40000,15600
463260,Masako,Muntz,Senior Engineer,2002-02-05,56233,15600
216102,Baziley,Vingron,Senior Staff,2002-02-05,58493,14736
15943,Yakkov,Demke,Senior Engineer,2002-02-05,40000,15600
67845,Xuejun,Back,Senior Staff,2002-02-04,70932,14736
76760,Adib,Bale,Engineer,2002-02-04,48303,16111
289232,Miyeon,Simmen,Senior Staff,2002-02-04,63640,14736
400872,Oguz,Lueh,Senior Staff,2002-02-03,79091,14736
461608,Matk,Brendel,Senior Engineer,2002-02-03,51047,15600
83210,Seongbae,Zockler,Senior Engineer,2002-02-03,43418,15600
74233,Zvonko,Spell,Senior Engineer,2002-02-02,40000,15600
107800,Goncalo,Stenning,Senior Engineer,2002-02-02,66719,15600
220868,Christoph,Lovengreen,Senior Staff,2002-02-02,67650,14736
28149,Sandeepan,Gulik,Senior Engineer,2002-02-02,40000,15600
489674,Maja,Tramer,Senior Engineer,2002-02-01,40000,15600
213101,Sajjad,Benveniste,Senior Staff,2002-02-01,42562,14736
480823,Ulf,Baig,Senior Engineer,2002-02-01,53446,15600
247634,Shiv,Axelband,Engineer,2002-02-01,40000,16111
419000,Subhada,Sluis,Senior Staff,2002-01-31,92761,14736
75915,Luisa,Maierhofer,Senior Engineer,2002-01-31,40000,15600
240062,Lucian,Maquelin,Senior Engineer,2002-01-30,67436,15600
18382,Remko,Mattern,Senior Engineer,2002-01-30,57540,15600
445715,Shooichi,Schurmann,Senior Staff,2002-01-30,82010,14736
83194,Vidar,Bridgland,Senior Staff,2002-01-30,69724,14736
471250,Sivanarayana,Ferretti,Senior Staff,2002-01-29,44656,14736
272691,Nectarios,Usery,Senior Staff,2002-01-29,55747,14736
248996,Basim,Sewelson,Senior Staff,2002-01-29,40000,14736
411928,JiYoung,Bain,Senior Staff,2002-01-29,40000,14736
265020,Jiafu,Setia,Senior Staff,2002-01-28,40000,14736
420770,Candido,Pietrzykowski,Senior Staff,2002-01-28,40165,14736
296171,Pradeep,Munke,Senior Staff,2002-01-28,58828,14736
47137,Valter,Marchegay,Senior Staff,2002-01-28,92421,14736
27756,Stevo,Suwa,Senior Staff,2002-01-28,67919,14736
298020,Yuguang,Oxman,Senior Staff,2002-01-27,52443,14736
297405,Susanna,Eterovic,Senior Engineer,2002-01-27,40000,15600
432167,Peternela,Talmon,Senior Engineer,2002-01-27,40000,15600
88997,Leif,Giveon,Senior Engineer,2002-01-27,45419,15600
232289,Fun,Farrag,Senior Engineer,2002-01-27,66678,15600
263448,Gopalakrishnan,Brodal,Senior Engineer,2002-01-26,40000,15600
201014,Geoff,Siprelle,Senior Staff,2002-01-26,54629,14736
43776,Xuedong,Feldhoffer,Senior Staff,2002-01-26,44288,14736
59899,Toong,Schueller,Engineer,2002-01-26,66788,16111
207208,Susanne,Shackel,Senior Engineer,2002-01-26,40000,15600
252992,Shahab,Gustavson,Engineer,2002-01-25,40000,16111
75347,Aemilian,Simmen,Engineer,2002-01-25,40000,16111
408922,Bernardo,Gulak,Senior Engineer,2002-01-25,40306,15600
77292,Berhard,Roccetti,Engineer,2002-01-25,40000,16111
457541,Jovan,Furudate,Senior Engineer,2002-01-24,40000,15600
80479,Sanjay,Kragelund,Senior Staff,2002-01-24,40000,14736
97123,Basim,Suppi,Senior Engineer,2002-01-24,46861,15600
463978,Pasqua,Pillow,Senior Engineer,2002-01-24,42858,15600
271305,Lena,Zolotykh,Engineer,2002-01-24,42121,16111
285256,Ayonca,Brendel,Senior Engineer,2002-01-24,57782,15600
231883,Srinidhi,Heering,Senior Staff,2002-01-24,57391,14736
55637,Szabolcs,Erde,Senior Engineer,2002-01-23,40000,15600
218267,Dzung,Terekhov,Senior Engineer,2002-01-23,40000,15600
79470,Sadegh,Schmittgen,Senior Engineer,2002-01-23,56510,15600
30092,Kristof,Pusterhofer,Senior Engineer,2002-01-23,73013,15600
441674,Jiong,Heusch,Senior Staff,2002-01-23,40000,14736
429272,DeForest,Benantar,Senior Engineer,2002-01-22,44602,15600
490344,Jayesh,Horswill,Senior Engineer,2002-01-22,40000,15600
423338,Chuanti,Rosiles,Senior Staff,2002-01-22,70948,14736
431969,Uriel,Maksimenko,Senior Engineer,2002-01-22,53485,15600
493647,Jayson,Perri,Senior Staff,2002-01-21,40000,14736
85015,Lijia,Lipner,Senior Staff,2002-01-21,68523,14736
15869,Guoxiang,Bala,Senior Engineer,2002-01-21,40000,15600
254464,Kazuhito,Matteis,Senior Staff,2002-01-20,59575,14736
74514,Rosalyn,Benzmuller,Senior Engineer,2002-01-19,56611,15600
498770,Kersti,Katzenelson,Engineer,2002-01-18,55758,16111
282093,Mizuhito,Reistad,Senior Engineer,2002-01-17,62494,15600
288144,Youngkon,Pehl,Engineer,2002-01-17,40000,16111
492836,Zorica,Kranzdorf,Senior Engineer,2002-01-16,40000,15600
430841,Wanqing,Menyhert,Senior Staff,2002-01-16,75899,14736
219519,Kazunori,Mitzlaff,Senior Staff,2002-01-16,71206,14736
289732,Jayson,Hammerschmidt,Senior Engineer,2002-01-15,41702,15600
236451,Taegyun,Mahmud,Senior Staff,2002-01-15,40000,14736
227185,Lillian,Syang,Senior Engineer,2002-01-14,40000,15600
460053,Oscar,Kroon,Senior Staff,2002-01-14,40000,14736
99226,Mario,Pehl,Senior Engineer,2002-01-14,42023,15600
215055,Percy,Percebois,Senior Engineer,2002-01-13,54947,15600
425291,Basil,Schusler,Senior Staff,2002-01-13,73601,14736
99804,Abdelghani,Benner,Senior Engineer,2002-01-13,58433,15600
410307,Aleksander,Simmen,Senior Staff,2002-01-13,67827,14736
266048,Shaowen,Tetzlaff,Senior Engineer,2002-01-13,60843,15600
295402,Branimir,Engberts,Senior Staff,2002-01-12,42480,14736
296619,Frederique,Brickell,Senior Engineer,2002-01-11,52470,15600
264018,Djenana,Lorcy,Senior Staff,2002-01-10,46245,14736
422066,Aleksander,Berendt,Senior Engineer,2002-01-10,40000,15600
246505,Hugo,Byoun,Senior Staff,2002-01-10,56450,14736
264234,Rayond,Benzaken,Senior Engineer,2002-01-09,40000,15600
243180,Gen,Terkki,Senior Engineer,2002-01-09,58536,15600
213310,Quingbo,Apsitis,Senior Engineer,2002-01-09,42002,15600
279139,Tetsushi,Eastman,Senior Staff,2002-01-09,60322,14736
275599,Toshimi,Cichocki,Senior Engineer,2002-01-08,62267,15600
212653,Geoffrey,Nyrup,Senior Engineer,2002-01-08,58258,15600
487495,Dekang,Shobatake,Senior Engineer,2002-01-07,60621,15600
226080,Fabrizio,Decleir,Senior Engineer,2002-01-07,40000,15600
49624,Falguni,Mitsuhashi,Engineer,2002-01-07,40000,16111
38722,Noritoshi,Crooks,Senior Staff,2002-01-07,40000,14736
36688,Cristinel,Mateescu,Senior Engineer,2002-01-07,40294,15600
86527,Toshiko,Pollacia,Senior Staff,2002-01-07,41115,14736
283270,Val,Bade,Senior Engineer,2002-01-06,40000,15600
415598,Stella,Lichtman,Senior Staff,2002-01-06,58418,14736
207774,KayLiang,Trachtenberg,Senior Staff,2002-01-06,53722,14736
85264,Annemarie,Silva,Senior Engineer,2002-01-05,50431,15600
469726,Ranga,Stasinski,Senior Engineer,2002-01-05,40000,15600
70810,Vishwani,Brodal,Senior Staff,2002-01-05,40000,14736
221118,Nimmagadda,Klyachko,Senior Engineer,2002-01-04,40000,15600
275421,King,Cooley,Senior Staff,2002-01-04,79820,14736
406336,Nishit,Heiserman,Senior Engineer,2002-01-03,62574,15600
58007,Nitsan,Zlotek,Senior Engineer,2002-01-03,54854,15600
247878,Doohun,Peha,Senior Staff,2002-01-03,54955,14736
220210,Siamak,Mersereau,Senior Engineer,2002-01-03,54024,15600
262371,Ute,Weedman,Senior Engineer,2002-01-03,60052,15600
480176,Xiaopeng,Haddadi,Engineer,2002-01-03,74254,16111
50075,Shaz,Muntz,Senior Staff,2002-01-02,40000,14736
204206,Nathalie,Picci,Senior Staff,2002-01-02,52432,14736
26902,Reinhold,Welham,Senior Staff,2002-01-02,71381,14736
240441,Luise,Prampolini,Senior Staff,2002-01-01,62999,14736
73017,Adel,Iisaka,Engineer,2002-01-01,59529,16111
41863,Dipayan,Herbst,Senior Staff,2001-12-31,44460,14736
433172,Nagui,Curless,Senior Staff,2001-12-31,40000,14736
416948,Reinhard,Peac,Senior Staff,2001-12-30,62481,14736
211541,Perry,Albarhamtoshy,Senior Engineer,2001-12-28,57371,15600
212765,Marco,Schaar,Senior Staff,2001-12-28,40000,14736
297621,Mohammed,Bugaenko,Senior Engineer,2001-12-27,49827,15600
51438,Alagu,Bernatsky,Senior Engineer,2001-12-27,56119,15600
244773,Mingdong,Zaiane,Senior Engineer,2001-12-27,40000,15600
56187,Youpyo,Lienhardt,Senior Engineer,2001-12-27,40000,15600
82970,Qiwen,Servieres,Senior Staff,2001-12-26,68081,14736
271384,Kwangho,Peron,Senior Staff,2001-12-26,40000,14736
218200,Martien,Szilard,Senior Engineer,2001-12-26,54740,15600
410520,Ashish,Nittel,Senior Staff,2001-12-25,43416,14736
439486,Armond,Heijenga,Senior Engineer,2001-12-24,40000,15600
89672,Ebbe,Feldmann,Senior Engineer,2001-12-24,40000,15600
37406,Rildo,Cincotta,Engineer,2001-12-24,58809,16111
284580,Sreenivas,Quittner,Senior Engineer,2001-12-24,40000,15600
241689,Tristan,Borovoy,Senior Engineer,2001-12-24,48553,15600
95362,Yonghong,Zyda,Senior Staff,2001-12-24,64753,14736
67826,Selwyn,Detkin,Senior Staff,2001-12-23,62803,14736
436693,JoAnna,Sherertz,Senior Staff,2001-12-23,62904,14736
16999,Bezalel,Sadowsky,Senior Staff,2001-12-22,40000,14736
407260,Kiam,Baak,Senior Staff,2001-12-22,58003,14736
493286,Maha,Riesenhuber,Senior Engineer,2001-12-22,58075,15600
286097,Matk,Kusalik,Senior Staff,2001-12-22,40000,14736
426505,Tommaso,Makinen,Senior Engineer,2001-12-22,52853,15600
80774,Vishv,Pollacia,Senior Engineer,2001-12-21,56559,15600
469281,Shawna,Picht,Senior Staff,2001-12-21,44094,14736
260092,Aruna,Detkin,Senior Engineer,2001-12-21,50094,15600
403918,Fox,Molenkamp,Senior Staff,2001-12-21,47318,14736
441449,Kiyokazu,Lally,Senior Engineer,2001-12-21,40000,15600
85524,Lillian,Tokunaga,Senior Engineer,2001-12-21,48850,15600
470047,Heeju,Bridgland,Senior Staff,2001-12-21,93703,14736
89883,Berry,Paludetto,Senior Staff,2001-12-21,54483,14736
467620,Abdelaziz,Melichar,Senior Staff,2001-12-20,40000,14736
421011,Masamitsu,Thorelli,Senior Staff,2001-12-20,40000,14736
56551,Rimon,Gini,Senior Staff,2001-12-19,64873,14736
463392,Masoud,Vandervoorde,Senior Staff,2001-12-19,40000,14736
424615,Gregory,Hasham,Senior Engineer,2001-12-19,40000,15600
484112,Odysseas,Gammage,Senior Staff,2001-12-19,56571,14736
70380,Alassane,Denos,Senior Staff,2001-12-18,73598,14736
487151,Rosella,Engelmann,Senior Engineer,2001-12-18,40000,15600
219877,Amalendu,Penn,Senior Staff,2001-12-18,40000,14736
25108,Wanqing,Eterovic,Senior Engineer,2001-12-18,53886,15600
279070,Marie,Diderrich,Senior Staff,2001-12-17,41574,14736
259960,Danae,Thambidurai,Senior Engineer,2001-12-17,67120,15600
14509,Danil,Aloia,Senior Staff,2001-12-16,40000,14736
71901,Josyula,Halloran,Senior Engineer,2001-12-16,55901,15600
200108,Abdelwaheb,Chvatal,Senior Engineer,2001-12-16,40000,15600
88298,Shuji,Vidya,Engineer,2001-12-16,54552,16111
498561,Dines,Shanbhogue,Senior Engineer,2001-12-15,40000,15600
264338,Luerbio,Garigliano,Senior Engineer,2001-12-14,40000,15600
497230,Peternela,Range,Senior Engineer,2001-12-13,48742,15600
423150,Constantijn,Schonegge,Senior Staff,2001-12-13,40000,14736
229569,Kannan,Merel,Senior Engineer,2001-12-13,52863,15600
284108,Jinxi,Kalloufi,Senior Engineer,2001-12-13,40000,15600
276764,Xiaoheng,Emmart,Senior Staff,2001-12-13,62510,14736
69131,Shuzo,Hebert,Senior Staff,2001-12-13,40545,14736
52130,Kwangho,Besselaar,Engineer,2001-12-11,49600,16111
248734,Mostafa,Ranst,Senior Engineer,2001-12-10,41595,15600
108410,Sanjai,Smailagic,Senior Engineer,2001-12-10,40000,15600
202179,Emran,Munch,Senior Engineer,2001-12-10,40000,15600
420030,Arun,Vidal,Senior Staff,2001-12-09,51190,14736
22788,Prasadram,Plumb,Senior Staff,2001-12-09,40000,14736
284343,Jeanne,Velardi,Senior Engineer,2001-12-09,47307,15600
427362,Chrisa,Melton,Senior Engineer,2001-12-09,60271,15600
47996,Hirochika,Itschner,Senior Staff,2001-12-09,66180,14736
452796,Xinan,Flexer,Senior Staff,2001-12-09,40000,14736
230707,Tesuro,Verhoeff,Senior Engineer,2001-12-09,49640,15600
60597,Ute,Schlumberger,Senior Engineer,2001-12-08,40000,15600
424425,Fuqing,Isaac,Senior Staff,2001-12-08,68543,14736
109114,Kwangyoen,Azevdeo,Engineer,2001-12-08,50256,16111
434458,Mari,Stellhorn,Senior Staff,2001-12-08,60952,14736
234185,Ramya,Asmuth,Senior Engineer,2001-12-08,40000,15600
32596,Naftaly,Gelosh,Senior Engineer,2001-12-08,40000,15600
450306,Idoia,Gurbaxani,Senior Engineer,2001-12-08,40000,15600
439125,Nahid,Luff,Senior Staff,2001-12-07,60638,14736
49294,Mads,Peltason,Senior Staff,2001-12-07,78948,14736
431035,Mitchel,Servieres,Senior Staff,2001-12-06,52462,14736
456089,Huican,Kamber,Senior Engineer,2001-12-06,42693,15600
291196,Nectarios,Waleschkowski,Senior Engineer,2001-12-06,61687,15600
